,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
0,28923.63,29031.34,28690.17,28995.13,2311.811445,1821.0842859681534,2311.811445,0.7877304569569485,0.0,50.0,0.0,0.0,-895.5485175416482,1000.0,28905.546666666665,0.0,28995.13,28995.13,28995.13,0.0,0.0,0.0,0.0,28905.546666666665,29246.71666666667,28564.376666666663,2.3605850042160563,0.6312884094928232,0.0,0.0,28690.17,29031.34,28860.754999999997,1.1766458712204493,0.8938652284784743,0.0,0.0,0.0,0.0,28995.13,28995.13,28995.13,28995.13,0.0,0.0,0.0,0.0,0.0,0.0,-38.447871528833474,1.0,0.0,18373.639224473893,-387.8850881137278,-387.8850881137278,0.0,28860.754999999997,28860.754999999997,28860.754999999997,28860.754999999997,47158.26067517537,46897.533521044425,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,89.38652284784743,89.38652284784743,-10.613477152152571,0.0,28995.13,0.0,0.0,0.0,0.0,-38.78850881137278,0.0,0.0
1,28995.13,29470.0,28960.35,29409.99,5403.068471,5951.757430980905,7714.879916,0.7714646884700656,2241516.985879063,100.0,3343103163.868836,3343103163.868836,-819.4105146886122,1000.0,29167.872116834333,0.0,29202.56,29617.420000000002,28787.7,2.8412577527449687,0.75,0.0,0.0,29092.829999999998,29518.240000000005,28667.42,2.9245006415670356,0.8727697985472805,0.0,0.0,28690.17,29470.0,29080.085,2.670416566218858,0.9230473308285161,0.0,33.094245014242915,6.618849002848584,26.47539601139433,29202.56,29202.56,29058.954615384617,29025.860370370374,0.0,0.0,0.0,0.040641018931803205,0.003699660097673554,0.03694135883412965,0.00279451562210218,2.0774822856078536,66.66666666666667,18166.209224473892,-383.5060425232245,-385.69556531847616,2.189522795251662,29080.085,29080.085,29080.085,29080.085,47158.26067517537,46897.533521044425,8.0,4.0,4.0,-1.0,-1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,52.84784090641984,92.30473308285161,90.84562796534952,-7.695266917148387,0.0,29181.25380190488,0.0,9.705472216658459,1.941094443331692,7.764377773326767,1.430791998518366,1.4206527695449722,1.430791998518366
2,29410.0,29465.26,29120.03,29194.65,2384.23156,4598.208946074069,5330.648356,0.45530826716800454,1847954.4987348542,69.39768818508458,1121743732.8109078,2232423448.339872,59.849323560737375,992.6779981904108,29189.617249808678,0.0,29199.923333333336,29538.73718953694,28861.109477129732,2.3206489437376634,0.4922179491234185,0.0,0.0,29148.546666666665,29547.230000000007,28749.86333333333,2.7355280377615485,0.5578194891517897,0.0,0.0,28690.17,29470.0,29080.085,2.670657696932315,0.6469102240231872,0.0,41.46752250387726,13.58858370305432,27.878938800822944,29199.923333333336,29199.923333333336,29079.83082840237,29038.363305898492,0.0,0.0,0.0,0.0657711811211965,0.02155069228386991,0.044220488837326585,0.005884899126728956,3.1252612051839272,45.85733882030219,18168.845891140558,-383.56170507705133,-384.9842785713345,1.4225734942831991,29080.085,29080.085,29080.085,29080.085,47158.26067517537,46897.533521044425,8.0,4.0,4.0,-1.0,29031.34,0.0,1.0,0.0,64.14389255870049,0.0,0.0,0.0,98.85313295381376,43.83261569332423,64.69102240231872,82.12742611100593,-35.30897759768128,0.0,29187.03192521673,0.0,7.756174978819429,3.1041105504292394,4.652064428390189,-0.7322001809589196,-0.7348939235974683,0.6881155559571583
3,29195.25,29367.0,29150.02,29278.4,1461.345077,4866.124455167366,6791.993433,0.42092839784122377,1601444.9489439824,74.23182396153567,-506835272.2824849,1319337208.1324196,-13.265221835407772,995.525670018929,29199.164000725268,0.0,29219.542500000003,29520.73191262103,28918.353087378975,2.0615614540920904,0.5977084477966955,0.0,0.0,29177.695,29530.952500000003,28824.4375,2.4214215687702647,0.6425376672823642,0.0,0.0,28690.17,29470.0,29080.085,2.6688645107978735,0.7543054255414666,0.0,54.23612996721931,21.71809295588732,32.51803701133199,29219.542500000003,29219.542500000003,29110.37993172508,29056.143801757862,0.0,0.0,0.0,0.0775531334533212,0.03727508265163446,0.040278050801686734,0.009592949970715922,4.0941953286042985,42.841832579048436,18149.22672447389,-383.1475257139842,-384.52509035699694,1.3775646430127608,29080.085,29080.085,29080.085,29080.085,47158.26067517537,46897.533521044425,8.0,4.0,4.0,29120.03,29031.34,1.0,0.0,0.0,68.82561652559193,0.0,0.0,0.0,97.93151170621309,46.187271324742255,75.43054255414665,77.47543267977234,-24.56945744585334,0.0,29227.630950178765,0.0,3.2980072106554617,3.1428898824744844,0.15511732818097723,0.2868676281442051,0.2864569481815238,0.9769571648756248
4,29278.41,29395.0,29029.4,29220.31,2038.046803,4956.543271208566,4753.9466299999995,0.36449182247850936,1355754.222125375,60.84936604939027,-830743237.8430884,781817096.6385427,0.14852594273410702,995.525670018929,29201.522899764634,0.0,29219.696000000004,29489.088700005035,28950.303299994972,1.8439117231406625,0.5011396002935237,0.0,0.0,29185.13666666667,29540.86266666667,28829.41066666667,2.437720296210141,0.5494388002751139,0.0,0.0,28690.17,29470.0,29080.085,2.66885049043632,0.6798148314376234,0.0,58.98798903431452,29.172072171572765,29.81591686274176,29219.696000000004,29219.696000000004,29127.29224992122,29068.304260886907,0.0,0.0,0.0,0.08832197102693055,0.05338023655714719,0.03494173446978337,0.013144832197290485,5.0816919164981655,17.74423660041883,18149.07322447389,-383.1442851822474,-384.24892932204705,1.1046441397996318,29080.085,29080.085,29080.085,29080.085,47158.26067517537,46897.533521044425,8.0,4.0,4.0,29120.03,29367.0,0.0,1.0,0.0,62.70948081975639,0.0,0.0,0.0,96.86133813250304,47.42695220478718,67.98148314376235,69.36768270007592,-32.01851685623766,0.0,29224.31632907132,0.0,1.4673192256918763,2.807775751117963,-1.3404565254260865,-0.19840565058200088,-0.19860273532099626,0.7766131760747363
5,29220.31,29235.28,29084.11,29187.01,1469.956262,5487.757867974175,3283.9903679999998,0.3641883780488607,1155082.2556039495,53.85745420836902,-539960341.3506234,517461609.0407095,-5.718789074646734,994.3911507475169,29198.330720030328,0.0,29214.248333333337,29461.37292496454,28967.123741702133,1.6918086600176911,0.44488947224243197,0.0,0.0,29182.41388888889,29504.047222222227,28860.780555555557,2.204295604592161,0.5071449545721418,0.0,0.0,28690.17,29470.0,29080.085,2.6693481588236483,0.6371132169831875,0.0,59.38231748820181,35.21412123489857,24.168196253303236,29214.248333333337,29214.248333333337,29136.47959608719,29077.097278598987,0.0,0.0,0.0,0.09782146232430863,0.06832162327980693,0.029499839044501708,0.01618890624933738,5.980640850932149,-9.373338484430064,18154.520891140557,-383.2592906332198,-384.0839895405758,0.8246989073560371,29080.085,29080.085,29080.085,29080.085,47158.26067517537,46897.533521044425,8.0,4.0,4.0,29120.03,29367.0,0.0,0.0,0.0,59.44816400600403,0.0,0.0,0.0,95.78910973600281,49.04394237744868,63.71132169831874,69.04111579874258,-36.28867830168126,61.14833333333081,29207.331434433647,0.0,-1.9458312117830414,1.8570543585377621,-3.8028855703208038,-0.11396182997375215,-0.11402681584460339,0.6617663035137111
6,29187.01,29270.0,29077.32,29174.35,1420.726291,5497.933300201579,1863.2640769999998,0.33342660641607175,987501.0198256625,58.470410190125335,189394411.6502615,462783742.8089681,-2.2914356274623415,993.9598290064937,29196.224880863392,0.0,29208.548571428575,29439.039118722467,28978.058024134683,1.578240334196918,0.42581350552096403,0.0,0.0,29181.196190476192,29484.407619047623,28877.98476190476,2.078128851142772,0.48871053358963246,0.0,0.0,28690.17,29470.0,29080.085,2.6698690559476184,0.620878909505917,0.0,58.00462818582673,39.772222625084204,18.232405560742528,29208.548571428575,29208.548571428575,29142.305812073777,29084.30118388795,0.0,0.0,0.0,0.10598580747397031,0.07539867274458377,0.03058713472938654,0.01864460675404347,6.842073618825231,-5.772022290333786,18160.22065304532,-383.3796180556561,-383.9833650427301,0.6037469870739756,29080.085,29080.085,29080.085,29080.085,47158.26067517537,46897.533521044425,8.0,4.0,4.0,29120.03,29395.0,0.0,0.0,0.0,58.20873375522227,0.0,0.0,0.0,94.81708238131577,49.16324299875634,62.08789095059169,64.59356526422427,-37.91210904940831,51.822000000003754,29192.391547457937,0.0,-4.94411635792649,0.4968202152449116,-5.440936573171402,-0.043375460521644094,-0.04338487039561301,0.6181037988103544
7,29174.35,29191.98,28806.54,29092.83,2380.180918,6653.565971939149,-516.9168410000002,0.3526120422026363,818710.5386455175,50.117692480541514,-2824185989.0416794,-6783361.741124357,-7.267032225150427,993.9598290064937,29175.314046295796,0.0,29194.083750000005,29422.87104312126,28965.29645687875,1.5673538178519135,0.27871640374201206,0.0,0.0,29162.35291666667,29475.84291666667,28848.86291666667,2.1499636939160425,0.38911461822280324,0.0,0.0,28690.17,29470.0,29080.085,2.671191898598296,0.5163433055922478,0.0,49.76120063341659,41.770018226750686,7.9911824066659065,29194.083750000005,29194.083750000005,29134.694148677812,29084.932948044396,0.0,0.0,0.0,0.1095265891405387,0.09623777363464288,0.01328881550589582,0.020015052672547506,7.780266098219367,-90.48953337721261,18174.68547447389,-383.6849842635056,-383.94606744532706,0.26108318182144785,29080.085,29080.085,29080.085,29080.085,47158.26067517537,46897.533521044425,8.0,4.0,4.0,29120.03,29387.688,0.0,0.0,0.0,50.856116082682504,0.0,0.0,0.0,93.5140858915701,57.79357561327265,51.63433055922478,59.144514402711756,-48.36566944077522,14.177500000005239,29147.501103410574,0.0,-3.8222479314397093,-0.3669934140920126,-3.4552545173476967,-0.2794235347145624,-0.2798146510238908,0.3369531366129497
8,29092.84,29178.03,28872.24,29000.01,2008.165739,6323.5671872020475,-2525.0825800000002,0.3028886276293139,675123.6125684456,44.72919726299932,394007132.79472643,43315450.07585699,-13.057791912400798,990.7886232032636,29160.06306763994,0.0,29172.520000000004,29420.325401788497,28924.71459821151,1.6988960966587272,0.15192445613585479,0.0,0.0,29146.17592592593,29458.81037037037,28833.541481481483,2.145286196302351,0.2662350893778393,0.0,0.0,28690.17,29470.0,29080.085,2.6731663908363132,0.39731736404088003,0.0,35.331151119320566,40.48224480526467,-5.1510936859441045,29172.520000000004,29172.520000000004,29113.973510419688,29078.642359300367,0.0,0.0,0.0,0.12550671487842885,0.10996334406937118,0.015543370809057669,0.01993587487289547,8.73142697199543,-79.92401542564927,18196.24922447389,-384.14021563964315,-383.9676394669177,-0.17257617272542802,29080.085,29080.085,29080.085,29080.085,47158.26067517537,46897.533521044425,8.0,4.0,4.0,29120.03,29364.442079999997,0.0,0.0,0.0,44.03556479229794,0.0,0.0,0.0,91.84200469513227,51.542157945584776,39.731736404088004,51.15131930463483,-60.268263595911996,-19.01388888888323,29083.364822426716,0.0,-4.247841665179187,-1.1431630643094475,-3.104678600869739,-0.31904768288270047,-0.3195577251434045,0.016830412555468577
9,29000.01,29307.73,28970.0,29202.21,2022.056022,7082.085167325749,-503.02655800000025,0.3092669171810778,637085.9147227252,50.15236376366291,1899553349.763709,249564105.59672943,7.691600177908543,990.7886232032636,29160.055732686258,315.1439999999995,29175.48900000001,29411.251813089777,28939.72618691024,1.616170430526585,0.5566692423834803,0.0,0.0,29147.556333333334,29462.700333333334,28832.412333333334,2.162404260556138,0.5867122119835142,0.0,0.0,28690.17,29470.0,29080.085,2.6728943600568322,0.6566046446020283,0.0,39.752837099793396,40.336363264170416,-0.5835261643770195,29175.48900000001,29175.48900000001,29127.548354970506,29087.795517870713,0.0,0.0,0.0,0.14380002817833937,0.11791593003479832,0.02588409814354105,0.020211224129217515,9.709198395523426,8.452986259899204,18193.280224473885,-384.0775372114591,-383.54457825555454,-0.5329589559045758,29138.27,29080.085,29109.177499999998,29080.085,47158.26067517537,46897.533521044425,8.0,4.0,4.0,29120.03,29342.125996799998,0.0,0.0,0.0,57.42952621208083,0.0,0.0,0.0,90.47319892493654,57.03870051224273,65.66046446020283,52.34217714117188,-34.33953553979717,-34.266999999999825,29132.035654284497,0.0,-4.492608986580038,-1.8130522487635656,-2.679556737816472,0.6972411388823652,0.6948216527781881,0.7141888999980361
